,Path,Flight ID,PNR ID,Class
0,0,INV-ZZ-4078402,BDCV62,EC
1,0,INV-ZZ-4078402,CCGY25,FC
2,0,INV-ZZ-4078402,EURZ68,BC
3,0,INV-ZZ-4078402,GJUC90,PC
4,0,INV-ZZ-4078402,GQGL64,PC
5,0,INV-ZZ-4078402,HPDR77,FC
6,0,INV-ZZ-4078402,HSBX72,BC
7,0,INV-ZZ-4078402,INXR24,BC
8,0,INV-ZZ-4078402,JLCO58,BC
9,0,INV-ZZ-4078402,KBKC49,PC
10,0,INV-ZZ-4078402,KBVW44,PC
11,0,INV-ZZ-4078402,KQUY99,BC
12,0,INV-ZZ-4078402,LSHJ62,BC
13,0,INV-ZZ-4078402,MCRK77,EC
14,0,INV-ZZ-4078402,MLIF89,BC
15,0,INV-ZZ-4078402,MOMJ35,BC
16,0,INV-ZZ-4078402,OMAZ43,BC
17,0,INV-ZZ-4078402,RGSJ38,EC
18,0,INV-ZZ-4078402,RZCK11,EC
19,0,INV-ZZ-4078402,RZCK11,PC
20,0,INV-ZZ-4078402,SNHH84,PC
21,0,INV-ZZ-4078402,SZUJ17,FC
22,0,INV-ZZ-4078402,TQRJ42,PC
23,0,INV-ZZ-4078402,UIPN61,PC
24,0,INV-ZZ-4078402,WOLC44,EC
25,0,INV-ZZ-4078402,XSWS69,EC
26,0,INV-ZZ-4078402,XSWS69,PC
27,0,INV-ZZ-4078402,YANW44,BC
28,0,INV-ZZ-4078402,YWFU73,PC
